GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0072239	metanephric glomerulus vasculature development	3.46e-03	3.46e-03	1	PDGFRB,TCF21,PDGFRA,CD34
GO:0048514	blood vessel morphogenesis	8.25e-19	8.25e-19	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,JAM3,GREM1,HAS2,SCG2,EGFL7,CD34,SPHK1,EGR3,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0048844	artery morphogenesis	9.91e-04	9.91e-04	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,HEY1
GO:0035909	aorta morphogenesis	3.81e-02	3.81e-02	1	PDGFRB,LRP1,SOX4,HEY1
GO:0001570	vasculogenesis	3.13e-03	3.13e-03	1	CAV1,PDGFRB,KDR,TGFBR2,HEY1,HAS2,EGFL7,CD34
GO:2000736	regulation of stem cell differentiation	1.03e-05	1.03e-05	1	PHLDB1,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,PDGFRA,PRICKLE1,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,GREM1
GO:0050920	regulation of chemotaxis	3.65e-06	3.65e-06	1	GPR124,SEMA3C,SEMA6A,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,F3,EDN2,KDR,PDGFRA,CCL21,THBS1,SLIT2,VEGFC,SEMA3D,NBL1,JAM3,GREM1,SEMA6B,SCG2,ROBO2
GO:0050926	regulation of positive chemotaxis	1.14e-02	1.14e-02	1	CXCL12,F3,KDR,VEGFC,SCG2
GO:0050922	negative regulation of chemotaxis	2.71e-04	2.71e-04	1	SEMA3C,SEMA6A,SEMA5A,THBS1,SLIT2,SEMA3D,NBL1,GREM1,SEMA6B,ROBO2
GO:0050921	positive regulation of chemotaxis	7.40e-03	7.40e-03	1	SERPINE1,RARRES2,CXCL12,SEMA5A,PDGFRB,F3,EDN2,KDR,CCL21,THBS1,SLIT2,VEGFC,SCG2
GO:0050927	positive regulation of positive chemotaxis	8.40e-03	8.40e-03	1	CXCL12,F3,KDR,VEGFC,SCG2
GO:0061326	renal tubule development	4.61e-05	4.61e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0061333	renal tubule morphogenesis	4.11e-05	4.11e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0003179	heart valve morphogenesis	2.49e-02	2.49e-02	1	TWIST1,SOX4,BMP2,HEYL,HEY1
GO:0003181	atrioventricular valve morphogenesis	9.51e-03	9.51e-03	1	SOX4,BMP2,HEYL,HEY1
GO:0051960	regulation of nervous system development	3.44e-07	3.44e-07	1	EPHA3,NGFR,NEDD4,SEMA3C,CHRD,NRCAM,SEMA6A,ABL1,SRPX2,PTK7,SEMA5A,DPYSL3,RTN4,BMP2,LRRC4B,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,SKI,NBL1,BCL6B,HEYL,ISLR2,SEMA6B,COL3A1,SDC2,NLGN2,CDK5R1,SOX11,NOG,SLIT3,ROBO2,TCF4,LPAR1,ARHGEF15
GO:0051961	negative regulation of nervous system development	9.65e-07	9.65e-07	1	NGFR,SEMA3C,CHRD,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,DTX1,ITM2C,SLIT2,SPOCK1,SEMA3D,THY1,SKI,SEMA6B,COL3A1,SOX11,NOG,ROBO2,LPAR1,ARHGEF15
GO:0051962	positive regulation of nervous system development	2.17e-03	2.17e-03	1	EPHA3,NGFR,NRCAM,SEMA6A,SRPX2,PTK7,SEMA5A,DPYSL3,BMP2,LRRC4B,SERPINF1,SEMA7A,SLIT2,NTRK2,ZEB1,PTPRD,NBL1,HEYL,ISLR2,NLGN2,SOX11,ROBO2,TCF4
GO:0072073	kidney epithelium development	2.17e-06	2.17e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,SLIT2,NPNT,SIX2,CD34,BASP1,NOG,ROBO2
GO:0072009	nephron epithelium development	1.94e-05	1.94e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,NPNT,SIX2,CD34,BASP1,NOG
GO:0072087	renal vesicle development	2.05e-02	2.05e-02	1	BMP4,LIF,SMO,SIX2
GO:0072080	nephron tubule development	2.19e-04	2.19e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072163	mesonephric epithelium development	1.27e-06	1.27e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0072164	mesonephric tubule development	1.27e-06	1.27e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0001657	ureteric bud development	9.23e-07	9.23e-07	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0031345	negative regulation of cell projection organization	7.59e-05	7.59e-05	1	NGFR,SEMA3C,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,ITM2C,SPRY2,CCL21,SLIT2,SPOCK1,SEMA3D,THY1,SEMA6B,LPAR1
GO:0003281	ventricular septum development	3.12e-02	3.12e-02	1	SOX4,HEYL,HEY1,ZFPM2,SOX11
GO:0060412	ventricular septum morphogenesis	4.21e-03	4.21e-03	1	SOX4,HEYL,HEY1,ZFPM2,SOX11
GO:0072102	glomerulus morphogenesis	8.09e-04	8.09e-04	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072103	glomerulus vasculature morphogenesis	5.89e-05	5.89e-05	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072275	metanephric glomerulus morphogenesis	1.09e-03	1.09e-03	1	PDGFRB,TCF21,PDGFRA
GO:0072276	metanephric glomerulus vasculature morphogenesis	1.09e-03	1.09e-03	1	PDGFRB,TCF21,PDGFRA
GO:0045597	positive regulation of cell differentiation	5.89e-12	5.89e-12	1	IGF1,HGF,EHD2,EPHA3,GPC1,NGFR,GLI2,NRCAM,SEMA6A,BAMBI,ABL1,SFRP1,SFRP4,RARRES2,GLI3,COL1A1,PTK7,SEMA5A,DPYSL3,TNFSF4,CTGF,TGFB3,ACVR2A,INHBA,TWIST1,SNAI1,BMP4,BMP2,KDR,LIF,SERPINF1,LOXL2,CD36,AGT,SEMA7A,TGFB1I1,CYR61,SLIT2,SFRP2,NTRK2,CRB2,ZEB1,DAB2,BMP6,PTPRD,MMP14,NBL1,RUNX1,DDR2,TGFBR2,HEYL,GREM1,ISLR2,NPNT,ZEB2,SOCS5,CD34,ZHX3,LPL,SOX11,CDH5,MYADM,TMEM119,CLDN5,ROBO2,MAPK12,PLA2G2A,TCF4
GO:2000738	positive regulation of stem cell differentiation	1.29e-03	1.29e-03	1	BAMBI,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,TGFB1I1,CRB2,DAB2
GO:0010720	positive regulation of cell development	6.96e-06	6.96e-06	1	EPHA3,NGFR,NRCAM,SEMA6A,BAMBI,COL1A1,PTK7,SEMA5A,DPYSL3,TGFB3,TWIST1,SNAI1,BMP4,BMP2,LIF,SERPINF1,SEMA7A,TGFB1I1,SLIT2,NTRK2,CRB2,ZEB1,DAB2,PTPRD,NBL1,HEYL,ISLR2,SOX11,CDH5,MYADM,CLDN5,ROBO2,TCF4
GO:0045669	positive regulation of osteoblast differentiation	7.33e-07	7.33e-07	1	IGF1,HGF,ACVR2A,BMP4,BMP2,CYR61,BMP6,DDR2,NPNT,ZHX3,SOX11,TMEM119
GO:0001525	angiogenesis	1.96e-16	1.96e-16	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,SFRP1,HOXA3,SERPINE1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,TEK,TGFBI,TWIST1,NR4A1,PLCG1,PTGIS,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,JAM3,GREM1,SCG2,CD34,SPHK1,EGR3,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0002040	sprouting angiogenesis	6.25e-06	6.25e-06	1	GPR124,FLT4,SRPX2,SEMA5A,TEK,NR4A1,BMP4,KDR,LOXL2,THBS1,SLIT2,ANGPT1,GREM1,EGR3
GO:0002042	cell migration involved in sprouting angiogenesis	3.31e-02	3.31e-02	1	SRPX2,NR4A1,KDR,SLIT2,GREM1,EGR3
GO:0045765	regulation of angiogenesis	2.15e-07	2.15e-07	1	GPR124,SRPX2,SFRP1,SERPINE1,SEMA5A,SPARC,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,KDR,SERPINF1,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SFRP2,RUNX1,CD34,SPHK1,THBS2,AQP1,ECSCR
GO:0045766	positive regulation of angiogenesis	1.97e-07	1.97e-07	1	SRPX2,SERPINE1,SEMA5A,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,KDR,THBS1,CYP1B1,ECM1,RHOB,SFRP2,RUNX1,CD34,SPHK1,AQP1
GO:0072104	glomerular capillary formation	5.89e-05	5.89e-05	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072277	metanephric glomerular capillary formation	1.09e-03	1.09e-03	1	PDGFRB,TCF21,PDGFRA
GO:0072028	nephron morphogenesis	3.13e-05	3.13e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072088	nephron epithelium morphogenesis	3.13e-05	3.13e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072078	nephron tubule morphogenesis	1.29e-04	1.29e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0072171	mesonephric tubule morphogenesis	4.18e-05	4.18e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0060675	ureteric bud morphogenesis	3.06e-05	3.06e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0001658	branching involved in ureteric bud morphogenesis	1.57e-05	1.57e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0072273	metanephric nephron morphogenesis	2.83e-03	2.83e-03	1	PKD2,BMP4,LIF,SMO,SIX2
GO:0072077	renal vesicle morphogenesis	1.43e-02	1.43e-02	1	BMP4,LIF,SMO,SIX2
GO:0072283	metanephric renal vesicle morphogenesis	3.46e-03	3.46e-03	1	BMP4,LIF,SMO,SIX2
GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	3.46e-03	3.46e-03	1	BMP4,LIF,SMO,SIX2
GO:0030334	regulation of cell migration	3.45e-18	3.45e-18	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,CHRD,LAMB1,SEMA6A,SRPX2,SFRP1,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,DPYSL3,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,TEK,RECK,PLAU,LRP1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,CYP1B1,SEMA7A,FGF7,TPM1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,ADRA2A,VEGFC,DAB2,SEMA3D,THY1,ROBO4,ANGPT1,MMP14,NBL1,NEXN,DDR2,DLC1,JAM3,GREM1,SEMA6B,COL3A1,ROR2,HAS2,PDGFD,MCC,LRRC15,PODN,SPHK1,MYADM,F2R,NOG,APOD
GO:0014910	regulation of smooth muscle cell migration	1.66e-04	1.66e-04	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,TPM1,SLIT2
GO:0060326	cell chemotaxis	2.00e-04	2.00e-04	1	HGF,BCAR1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,NR4A1,EDN2,PDGFRA,CCL21,THBS1,EPHA2,SLIT2,CXCL14,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,EGR3,LPAR1,CCL14
GO:0035767	endothelial cell chemotaxis	3.86e-02	3.86e-02	1	SEMA5A,FGF1,NR4A1,THBS1,EGR3
GO:0030168	platelet activation	6.19e-07	6.19e-07	1	FYN,IGF1,HGF,BCAR1,ACTN1,SERPINE1,COL1A1,VWF,SPARC,FN1,TGFB3,ITPR2,F13A1,CALU,PDGFRA,CD36,THBS1,MMRN1,APP,RHOB,ADRA2A,VEGFC,GNA14,COL1A2,IGF2,COL3A1,C1QTNF1,SELP,THBD,F2R,PRKG1,GNG2,CFD,F5
GO:0061045	negative regulation of wound healing	2.19e-04	2.19e-04	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:0061005	cell differentiation involved in kidney development	1.14e-02	1.14e-02	1	ACTA2,TCF21,LIF,PODXL,SIX2,CD34,BASP1
GO:0061154	endothelial tube morphogenesis	2.84e-02	2.84e-02	1	FOXP1,BMP4,RHOB,ADAMTS12
GO:2000027	regulation of organ morphogenesis	4.51e-07	4.51e-07	1	HGF,ASPN,BMP4,BMP2,LIF,SMO,AGT,FGF7,NKD1,DAB2,HAND2,DACT1,GREM1,SIX2,CD34,BASP1,NOG
GO:2000826	regulation of heart morphogenesis	4.98e-02	4.98e-02	1	BMP4,BMP2,SMO,HAND2
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	6.04e-03	6.04e-03	1	BMP4,SMO,AGT,SIX2,NOG
GO:0022604	regulation of cell morphogenesis	1.31e-09	1.31e-09	1	PHLDB1,EPHA3,NGFR,NEDD4,SEMA3C,FBLN1,NRCAM,SEMA6A,BAMBI,ABL1,SFRP1,COL1A1,SH3D19,SEMA5A,SPARC,RTN4,TGFB3,TWIST1,SNAI1,BMP2,KDR,LIF,LRP4,SEMA7A,TPM1,TGFB1I1,PHLDB2,SLIT2,SFRP2,NTRK2,CRB2,LRRC4C,DAB2,PTPRD,SEMA3D,THY1,KIT,CDC42EP3,DLC1,GREM1,ISLR2,SEMA6B,SDC2,CDK5R1,MYADM,FGD6,SLIT3,ROBO2,LPAR1,ARC
GO:0010769	regulation of cell morphogenesis involved in differentiation	5.65e-11	5.65e-11	1	PHLDB1,EPHA3,NGFR,NEDD4,SEMA3C,FBLN1,NRCAM,SEMA6A,BAMBI,ABL1,SFRP1,COL1A1,SEMA5A,RTN4,TGFB3,TWIST1,SNAI1,BMP2,LIF,LRP4,SEMA7A,TGFB1I1,PHLDB2,SLIT2,SFRP2,NTRK2,CRB2,LRRC4C,DAB2,PTPRD,SEMA3D,THY1,GREM1,ISLR2,SEMA6B,SDC2,CDK5R1,MYADM,SLIT3,ROBO2
GO:0010771	negative regulation of cell morphogenesis involved in differentiation	1.38e-03	1.38e-03	1	NGFR,SEMA3C,FBLN1,SEMA6A,SFRP1,SEMA5A,RTN4,LRP4,SLIT2,SFRP2,SEMA3D,THY1,SEMA6B
GO:0061035	regulation of cartilage development	6.94e-07	6.94e-07	1	SNAI2,PTHLH,NKX3-2,EFEMP1,BMP4,BMP2,LOXL2,ADAMTS7,ADAMTS12,GREM1,BMP1
GO:0061037	negative regulation of cartilage development	1.18e-05	1.18e-05	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
GO:0002089	lens morphogenesis in camera-type eye	3.24e-02	3.24e-02	1	EPHA2,SKI,SOX11
GO:0010470	regulation of gastrulation	1.54e-02	1.54e-02	1	PHLDB1,COL5A1,PHLDB2,FZD7,MYADM,COL5A2
GO:2000542	negative regulation of gastrulation	1.01e-02	1.01e-02	1	COL5A1,FZD7,COL5A2
GO:2000146	negative regulation of cell motility	3.16e-06	3.16e-06	1	FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,DLC1,GREM1,COL3A1,MCC,PODN,NOG,APOD
GO:0030336	negative regulation of cell migration	4.15e-06	4.15e-06	1	CHRD,SFRP1,SERPINE1,CXCL12,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,DLC1,GREM1,COL3A1,MCC,PODN,NOG,APOD
GO:0014912	negative regulation of smooth muscle cell migration	1.11e-03	1.11e-03	1	SERPINE1,IGFBP5,LRP1,TPM1,SLIT2
GO:2000147	positive regulation of cell motility	3.14e-14	3.14e-14	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,LAMB1,SEMA6A,SRPX2,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,FN1,F3,NRP2,TEK,TWIST1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,SEMA7A,FGF7,CYR61,RHOB,ADRA2A,VEGFC,DAB2,SEMA3D,ANGPT1,MMP14,DDR2,SEMA6B,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R
GO:0030335	positive regulation of cell migration	4.60e-14	4.60e-14	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,LAMB1,SEMA6A,SRPX2,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,FN1,F3,NRP2,TEK,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,SEMA7A,FGF7,CYR61,RHOB,ADRA2A,VEGFC,DAB2,SEMA3D,ANGPT1,MMP14,DDR2,SEMA6B,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R
GO:0010744	positive regulation of macrophage derived foam cell differentiation	4.98e-02	4.98e-02	1	CD36,AGT,LPL,PLA2G2A
GO:0035630	bone mineralization involved in bone maturation	1.01e-02	1.01e-02	1	IGF1,BMP2,GREM1
GO:0035987	endodermal cell differentiation	6.89e-09	6.89e-09	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,COL5A2
GO:0003272	endocardial cushion formation	4.98e-02	4.98e-02	1	SNAI2,HEYL,HEY1
GO:0061036	positive regulation of cartilage development	4.98e-02	4.98e-02	1	BMP4,BMP2,LOXL2,BMP1
GO:0048333	mesodermal cell differentiation	1.50e-02	1.50e-02	1	BMP4,HMGA2,ITGB1,ITGA2,SIX2
GO:0048701	embryonic cranial skeleton morphogenesis	3.81e-02	3.81e-02	1	HOXA1,TWIST1,PDGFRA,TGFBR2
GO:0030193	regulation of blood coagulation	5.79e-04	5.79e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0030194	positive regulation of blood coagulation	2.52e-03	2.52e-03	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:0030195	negative regulation of blood coagulation	1.58e-03	1.58e-03	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0010544	negative regulation of platelet activation	2.84e-02	2.84e-02	1	PDGFRA,C1QTNF1,THBD,PRKG1
GO:0010632	regulation of epithelial cell migration	2.94e-04	2.94e-04	1	FLT4,BCAR1,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,MCC
GO:0010594	regulation of endothelial cell migration	2.30e-05	2.30e-05	1	FLT4,BCAR1,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,EPHA2,RHOB,SLIT2,ANGPT1
GO:0010634	positive regulation of epithelial cell migration	4.69e-05	4.69e-05	1	FLT4,BCAR1,SRPX2,SEMA5A,SPARC,FOXP1,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,FGF7,RHOB,ANGPT1
GO:0010595	positive regulation of endothelial cell migration	1.23e-06	1.23e-06	1	FLT4,BCAR1,SRPX2,SEMA5A,SPARC,FOXP1,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,RHOB,ANGPT1
GO:0050767	regulation of neurogenesis	3.96e-06	3.96e-06	1	EPHA3,NGFR,NEDD4,SEMA3C,NRCAM,SEMA6A,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,BMP2,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,SKI,NBL1,BCL6B,HEYL,ISLR2,SEMA6B,COL3A1,SDC2,CDK5R1,SOX11,NOG,SLIT3,ROBO2,TCF4,LPAR1
GO:0045664	regulation of neuron differentiation	7.00e-06	7.00e-06	1	EPHA3,NGFR,NEDD4,SEMA3C,NRCAM,SEMA6A,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,BMP2,LRP4,DTX1,ITM2C,SEMA7A,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,NBL1,HEYL,ISLR2,SEMA6B,SDC2,CDK5R1,SOX11,SLIT3,ROBO2,TCF4,LPAR1
GO:0050768	negative regulation of neurogenesis	1.86e-05	1.86e-05	1	NGFR,SEMA3C,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,DTX1,ITM2C,SLIT2,SPOCK1,SEMA3D,THY1,SKI,SEMA6B,COL3A1,SOX11,NOG,LPAR1
GO:0045665	negative regulation of neuron differentiation	3.62e-04	3.62e-04	1	NGFR,SEMA3C,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,DTX1,ITM2C,SLIT2,SPOCK1,SEMA3D,THY1,SEMA6B,LPAR1
GO:0050769	positive regulation of neurogenesis	7.10e-03	7.10e-03	1	EPHA3,NGFR,NRCAM,SEMA6A,PTK7,SEMA5A,DPYSL3,BMP2,SERPINF1,SEMA7A,SLIT2,NTRK2,ZEB1,PTPRD,NBL1,HEYL,ISLR2,SOX11,ROBO2,TCF4
GO:0045666	positive regulation of neuron differentiation	3.83e-03	3.83e-03	1	EPHA3,NGFR,NRCAM,PTK7,SEMA5A,DPYSL3,BMP2,SEMA7A,SLIT2,NTRK2,ZEB1,PTPRD,NBL1,HEYL,ISLR2,SOX11,ROBO2,TCF4
GO:0001837	epithelial to mesenchymal transition	2.24e-10	2.24e-10	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,HEYL,HEY1,GREM1,HAS2,NOG
GO:0060317	cardiac epithelial to mesenchymal transition	4.21e-03	4.21e-03	1	SNAI2,BMP2,HEYL,HEY1,HAS2
GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	1.93e-02	1.93e-02	1	SNAI2,HEYL,HEY1
GO:0010717	regulation of epithelial to mesenchymal transition	2.60e-06	2.60e-06	1	PHLDB1,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,TGFB1I1,PHLDB2,SFRP2,CRB2,DAB2,GREM1
GO:0032330	regulation of chondrocyte differentiation	5.32e-05	5.32e-05	1	SNAI2,PTHLH,NKX3-2,EFEMP1,LOXL2,ADAMTS7,ADAMTS12,GREM1
GO:0032331	negative regulation of chondrocyte differentiation	5.71e-06	5.71e-06	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
GO:0002686	negative regulation of leukocyte migration	7.78e-03	7.78e-03	1	CXCL12,CCL21,SLIT2,NBL1,GREM1,APOD
GO:0048739	cardiac muscle fiber development	4.98e-02	4.98e-02	1	BMP4,MYH11,NEXN
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	8.56e-06	8.56e-06	1	NGFR,BAMBI,COL1A1,SEMA5A,TGFB3,TWIST1,SNAI1,BMP2,LIF,SEMA7A,TGFB1I1,SLIT2,NTRK2,CRB2,DAB2,PTPRD,ISLR2,MYADM,ROBO2
GO:1990138	neuron projection extension	5.97e-03	5.97e-03	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,NRP2,SEMA7A,SLIT2,SEMA3D,ISLR2,SEMA6B,SLIT3
GO:1902284	neuron projection extension involved in neuron projection guidance	2.54e-03	2.54e-03	1	SEMA3C,SEMA6A,SEMA5A,NRP2,SLIT2,SEMA3D,SEMA6B,SLIT3
GO:0048675	axon extension	3.60e-04	3.60e-04	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,NRP2,SEMA7A,SLIT2,SEMA3D,ISLR2,SEMA6B,SLIT3
GO:0048846	axon extension involved in axon guidance	2.54e-03	2.54e-03	1	SEMA3C,SEMA6A,SEMA5A,NRP2,SLIT2,SEMA3D,SEMA6B,SLIT3
GO:0051917	regulation of fibrinolysis	2.84e-02	2.84e-02	1	FAP,SERPINE1,THBS1,THBD
GO:0002688	regulation of leukocyte chemotaxis	1.91e-02	1.91e-02	1	SERPINE1,RARRES2,CXCL12,EDN2,CCL21,THBS1,SLIT2,VEGFC,NBL1,JAM3,GREM1
GO:0090025	regulation of monocyte chemotaxis	1.50e-02	1.50e-02	1	SERPINE1,CXCL12,SLIT2,NBL1,GREM1
GO:0090027	negative regulation of monocyte chemotaxis	4.19e-03	4.19e-03	1	SLIT2,NBL1,GREM1
GO:0010975	regulation of neuron projection development	1.01e-04	1.01e-04	1	EPHA3,NGFR,NEDD4,SEMA3C,NRCAM,SEMA6A,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,LRP4,ITM2C,SEMA7A,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,ISLR2,SEMA6B,SDC2,CDK5R1,SLIT3,ROBO2,LPAR1
GO:0050770	regulation of axonogenesis	1.03e-05	1.03e-05	1	NGFR,SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,LRP4,SEMA7A,SLIT2,NTRK2,LRRC4C,SEMA3D,THY1,ISLR2,SEMA6B,SLIT3,ROBO2
GO:0030516	regulation of axon extension	2.81e-03	2.81e-03	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,SEMA7A,SEMA3D,ISLR2,SEMA6B
